video,video_stem,track_id,species,frame_index,crop_path,confidence,source,bbox_x,bbox_y,bbox_w,bbox_h,crop_x1,crop_y1,crop_x2,crop_y2,dwell_time_s
01100301.mp4,01100301,3,unknown_animal,218,crops\unknown_animal\01100301__tid3__f218.jpg,0.9537,high,712.1337890625,295.4386291503906,336.6314697265625,198.0419921875,695,286,1066,503,4.81
01100301.mp4,01100301,3,unknown_animal,242,crops\unknown_animal\01100301__tid3__f242.jpg,0.9411,high,847.239501953125,299.1297607421875,342.16552734375,191.191650390625,830,290,1207,500,4.81
01100301.mp4,01100301,3,unknown_animal,270,crops\unknown_animal\01100301__tid3__f270.jpg,0.8574,high,958.6419067382812,308.0390930175781,276.30780029296875,180.83270263671875,945,299,1249,498,4.81
01100301.mp4,01100301,4,unknown_animal,258,crops\unknown_animal\01100301__tid4__f258.jpg,0.7146,high,752.5073852539062,397.4835205078125,105.47412109375,54.455413818359375,747,395,863,455,2.07
01100301.mp4,01100301,4,unknown_animal,268,crops\unknown_animal\01100301__tid4__f268.jpg,0.8533,high,773.727783203125,399.7520446777344,121.79083251953125,70.88555908203125,768,396,902,474,2.07
01100301.mp4,01100301,4,unknown_animal,280,crops\unknown_animal\01100301__tid4__f280.jpg,0.845,high,827.1973266601562,408.8272705078125,125.533203125,86.50772094726562,821,405,959,500,2.07
01100301.mp4,01100301,4,unknown_animal,290,crops\unknown_animal\01100301__tid4__f290.jpg,0.8725,high,878.374755859375,416.954345703125,132.35986328125,87.50302124023438,872,413,1017,509,2.07
01100301.mp4,01100301,4,unknown_animal,292,crops\unknown_animal\01100301__tid4__f292.jpg,0.908,high,882.779296875,417.5978698730469,135.01397705078125,88.88629150390625,876,413,1025,511,2.07
01100301.mp4,01100301,4,unknown_animal,294,crops\unknown_animal\01100301__tid4__f294.jpg,0.8343,high,881.83349609375,417.5319519042969,144.287109375,89.13751220703125,875,413,1033,511,2.07
01100301.mp4,01100301,4,unknown_animal,296,crops\unknown_animal\01100301__tid4__f296.jpg,0.8245,high,886.1454467773438,417.8114929199219,151.74639892578125,91.27398681640625,879,413,1045,514,2.07
01100301.mp4,01100301,4,unknown_animal,308,crops\unknown_animal\01100301__tid4__f308.jpg,0.5394,low,961.00146484375,422.5002746582031,144.2581787109375,63.275390625,954,419,1112,489,2.07
01100301.mp4,01100301,5,unknown_animal,298,crops\unknown_animal\01100301__tid5__f298.jpg,0.8007,high,751.7704467773438,399.6451721191406,98.82373046875,47.48046875,747,397,856,449,1.47
01100301.mp4,01100301,5,unknown_animal,304,crops\unknown_animal\01100301__tid5__f304.jpg,0.7775,high,751.6483764648438,401.0374450683594,127.63330078125,49.91827392578125,745,399,886,453,1.47
01100301.mp4,01100301,5,unknown_animal,312,crops\unknown_animal\01100301__tid5__f312.jpg,0.5865,low,791.4630737304688,403.5620422363281,122.95556640625,73.91204833984375,785,400,921,481,1.47
01100301.mp4,01100301,5,unknown_animal,320,crops\unknown_animal\01100301__tid5__f320.jpg,0.8632,high,830.56689453125,409.0031433105469,132.18914794921875,94.99560546875,824,404,969,509,1.47
01100301.mp4,01100301,5,unknown_animal,328,crops\unknown_animal\01100301__tid5__f328.jpg,0.8707,high,872.97412109375,417.3994445800781,138.0673828125,85.1708984375,866,413,1018,507,1.47
01100301.mp4,01100301,5,unknown_animal,330,crops\unknown_animal\01100301__tid5__f330.jpg,0.8723,high,878.9719848632812,418.0059814453125,139.5091552734375,82.008056640625,872,414,1025,504,1.47
01100301.mp4,01100301,5,unknown_animal,332,crops\unknown_animal\01100301__tid5__f332.jpg,0.7273,high,884.5320434570312,417.6346740722656,151.70623779296875,82.8115234375,877,413,1044,505,1.47
01100301.mp4,01100301,5,unknown_animal,334,crops\unknown_animal\01100301__tid5__f334.jpg,0.7738,high,891.7348022460938,419.061767578125,147.17791748046875,82.10009765625,884,415,1046,505,1.47
03140281.mp4,03140281,1,unknown_animal,0,crops\unknown_animal\03140281__tid1__f0.jpg,0.8852,high,583.4619750976562,201.1453399658203,468.85675048828125,299.46876525878906,560,186,1076,516,4.33
03140281.mp4,03140281,1,unknown_animal,24,crops\unknown_animal\03140281__tid1__f24.jpg,0.9199,high,575.259033203125,281.3966979980469,297.10626220703125,279.6826477050781,560,267,887,575,4.33
03140281.mp4,03140281,1,unknown_animal,48,crops\unknown_animal\03140281__tid1__f48.jpg,0.8067,high,640.6638793945312,248.83477783203125,521.2327270507812,369.5174560546875,615,230,1188,637,4.33
03140281.mp4,03140281,1,unknown_animal,74,crops\unknown_animal\03140281__tid1__f74.jpg,0.8979,high,410.6952209472656,185.0860137939453,505.0989685058594,303.6437225341797,385,170,941,504,4.33
03140281.mp4,03140281,1,unknown_animal,98,crops\unknown_animal\03140281__tid1__f98.jpg,0.752,high,399.4571838378906,286.0117492675781,470.2516174316406,225.26416015625,376,275,893,523,4.33
03140281.mp4,03140281,1,unknown_animal,100,crops\unknown_animal\03140281__tid1__f100.jpg,0.9141,high,429.0433654785156,241.014892578125,417.7965393066406,300.8701171875,408,226,868,557,4.33
03140281.mp4,03140281,1,unknown_animal,102,crops\unknown_animal\03140281__tid1__f102.jpg,0.9579,high,427.9600524902344,237.9756317138672,423.3663024902344,299.17860412597656,407,223,872,552,4.33
03140281.mp4,03140281,1,unknown_animal,104,crops\unknown_animal\03140281__tid1__f104.jpg,0.8342,high,404.1222229003906,185.93043518066406,464.6157531738281,328.8552703857422,381,169,892,531,4.33
03140281.mp4,03140281,2,unknown_animal,12,crops\unknown_animal\03140281__tid2__f12.jpg,0.7482,high,793.3169555664062,293.2652587890625,230.79327392578125,221.45465087890625,782,282,1036,526,0.87
03140281.mp4,03140281,2,unknown_animal,16,crops\unknown_animal\03140281__tid2__f16.jpg,0.5992,low,785.7802734375,266.98760986328125,233.08270263671875,271.1942138671875,774,253,1031,552,0.87
03140281.mp4,03140281,2,unknown_animal,18,crops\unknown_animal\03140281__tid2__f18.jpg,0.6413,low,806.4707641601562,288.9622802734375,161.9393310546875,243.32757568359375,798,277,977,544,0.87
03140281.mp4,03140281,2,unknown_animal,20,crops\unknown_animal\03140281__tid2__f20.jpg,0.8451,high,782.0105590820312,258.0839538574219,214.05047607421875,278.5499572753906,771,244,1007,551,0.87
03140281.mp4,03140281,2,unknown_animal,22,crops\unknown_animal\03140281__tid2__f22.jpg,0.7589,high,800.0757446289062,294.6457214355469,253.04766845703125,264.2926940917969,787,281,1066,572,0.87
03140281.mp4,03140281,2,unknown_animal,26,crops\unknown_animal\03140281__tid2__f26.jpg,0.3675,low,775.4879760742188,262.5613098144531,301.57647705078125,296.9981384277344,760,248,1092,574,0.87
03140281.mp4,03140281,2,unknown_animal,30,crops\unknown_animal\03140281__tid2__f30.jpg,0.4282,low,964.9575805664062,239.27272033691406,91.02850341796875,258.3296661376953,960,226,1061,511,0.87
03140281.mp4,03140281,2,unknown_animal,36,crops\unknown_animal\03140281__tid2__f36.jpg,0.6073,low,982.0343627929688,223.2987823486328,127.20428466796875,308.82383728027344,976,208,1116,548,0.87
03140281.mp4,03140281,3,unknown_animal,116,crops\unknown_animal\03140281__tid3__f116.jpg,0.8197,high,598.7870483398438,282.5412902832031,251.96661376953125,224.18466186523438,586,271,863,518,5.27
03140281.mp4,03140281,3,unknown_animal,128,crops\unknown_animal\03140281__tid3__f128.jpg,0.8137,high,605.4967651367188,277.9490051269531,244.2559814453125,255.25442504882812,593,265,862,546,5.27
03140281.mp4,03140281,3,unknown_animal,130,crops\unknown_animal\03140281__tid3__f130.jpg,0.9537,high,414.5538024902344,245.70347595214844,436.6169128417969,286.2416534423828,393,231,873,546,5.27
03140281.mp4,03140281,3,unknown_animal,132,crops\unknown_animal\03140281__tid3__f132.jpg,0.8794,high,630.2599487304688,242.98590087890625,220.77490234375,288.157470703125,619,229,862,546,5.27
03140281.mp4,03140281,3,unknown_animal,172,crops\unknown_animal\03140281__tid3__f172.jpg,0.8858,high,629.8745727539062,285.1175231933594,284.75799560546875,295.4147033691406,616,270,929,595,5.27
03140281.mp4,03140281,3,unknown_animal,296,crops\unknown_animal\03140281__tid3__f296.jpg,0.8388,high,654.1246337890625,244.93080139160156,230.1290283203125,221.63121032714844,643,234,896,478,5.27
03140281.mp4,03140281,3,unknown_animal,328,crops\unknown_animal\03140281__tid3__f328.jpg,0.9384,high,236.1034698486328,301.2845764160156,546.2233734130859,300.0790100097656,209,286,810,616,5.27
03140281.mp4,03140281,3,unknown_animal,362,crops\unknown_animal\03140281__tid3__f362.jpg,0.8446,high,312.6150207519531,266.0740051269531,487.9616394042969,240.649169921875,288,254,825,519,5.27
03140281.mp4,03140281,4,unknown_animal,132,crops\unknown_animal\03140281__tid4__f132.jpg,0.7192,high,398.7457580566406,301.8155822753906,249.07669067382812,206.84320068359375,386,291,660,519,2.67
03140281.mp4,03140281,4,unknown_animal,146,crops\unknown_animal\03140281__tid4__f146.jpg,0.8242,high,599.7063598632812,213.2756805419922,266.5462646484375,303.87294006347656,586,198,880,532,2.67
03140281.mp4,03140281,4,unknown_animal,148,crops\unknown_animal\03140281__tid4__f148.jpg,0.9508,high,622.9848022460938,240.14398193359375,239.92584228515625,275.7391357421875,611,226,875,530,2.67
03140281.mp4,03140281,4,unknown_animal,150,crops\unknown_animal\03140281__tid4__f150.jpg,0.8594,high,645.2677612304688,252.03208923339844,231.50830078125,256.55311584472656,634,239,888,521,2.67
03140281.mp4,03140281,4,unknown_animal,152,crops\unknown_animal\03140281__tid4__f152.jpg,0.9314,high,674.25146484375,257.1471252441406,200.17156982421875,267.3169250488281,664,244,884,538,2.67
03140281.mp4,03140281,4,unknown_animal,256,crops\unknown_animal\03140281__tid4__f256.jpg,0.4797,low,640.29833984375,271.0517883300781,148.15753173828125,154.61776733398438,633,263,796,433,2.67
03140281.mp4,03140281,4,unknown_animal,274,crops\unknown_animal\03140281__tid4__f274.jpg,0.7018,high,674.0978393554688,279.8514404296875,157.93731689453125,182.39321899414062,666,271,840,471,2.67
03140281.mp4,03140281,4,unknown_animal,288,crops\unknown_animal\03140281__tid4__f288.jpg,0.8391,high,672.2535400390625,262.3417663574219,223.04339599609375,228.56069946289062,661,251,906,502,2.67
03140281.mp4,03140281,6,unknown_animal,144,crops\unknown_animal\03140281__tid6__f144.jpg,0.7601,high,719.83837890625,196.1474609375,180.02490234375,298.1573181152344,711,181,909,509,0.73
03140281.mp4,03140281,6,unknown_animal,146,crops\unknown_animal\03140281__tid6__f146.jpg,0.344,low,658.7720947265625,265.37493896484375,257.05926513671875,217.10586547851562,646,255,929,493,0.73
03140281.mp4,03140281,6,unknown_animal,150,crops\unknown_animal\03140281__tid6__f150.jpg,0.7282,high,667.5545043945312,252.59814453125,326.6312255859375,212.98526000976562,651,242,1011,476,0.73
03140281.mp4,03140281,6,unknown_animal,152,crops\unknown_animal\03140281__tid6__f152.jpg,0.8064,high,709.8895874023438,253.072265625,254.58544921875,226.943603515625,697,242,977,491,0.73
03140281.mp4,03140281,6,unknown_animal,158,crops\unknown_animal\03140281__tid6__f158.jpg,0.3605,low,852.82958984375,205.3794708251953,143.55548095703125,274.7176055908203,846,192,1004,494,0.73
03140281.mp4,03140281,6,unknown_animal,170,crops\unknown_animal\03140281__tid6__f170.jpg,0.6951,low,842.8827514648438,224.529296875,140.76055908203125,294.55059814453125,836,210,991,534,0.73
03140281.mp4,03140281,6,unknown_animal,172,crops\unknown_animal\03140281__tid6__f172.jpg,0.8906,high,888.047119140625,268.9632873535156,110.3544921875,247.74636840820312,883,257,1004,529,0.73
03140281.mp4,03140281,6,unknown_animal,174,crops\unknown_animal\03140281__tid6__f174.jpg,0.5603,low,806.4692993164062,313.3772277832031,275.68048095703125,209.87478637695312,793,303,1096,534,0.73
03140281.mp4,03140281,7,unknown_animal,146,crops\unknown_animal\03140281__tid7__f146.jpg,0.7408,high,470.64697265625,209.9273223876953,147.232421875,316.37144470214844,463,194,625,542,2.13
03140281.mp4,03140281,7,unknown_animal,196,crops\unknown_animal\03140281__tid7__f196.jpg,0.5884,low,507.4691467285156,268.0780944824219,362.6243591308594,196.21734619140625,489,258,888,474,2.13
03140281.mp4,03140281,7,unknown_animal,208,crops\unknown_animal\03140281__tid7__f208.jpg,0.9327,high,397.6054992675781,203.4104461669922,356.5108947753906,288.6820526123047,380,189,772,507,2.13
03140281.mp4,03140281,7,unknown_animal,214,crops\unknown_animal\03140281__tid7__f214.jpg,0.9299,high,301.1987609863281,267.8817138671875,460.8596496582031,256.03302001953125,278,255,785,537,2.13
03140281.mp4,03140281,7,unknown_animal,216,crops\unknown_animal\03140281__tid7__f216.jpg,0.9462,high,345.6661071777344,251.0589599609375,417.8343811035156,271.58306884765625,325,237,784,536,2.13
03140281.mp4,03140281,7,unknown_animal,218,crops\unknown_animal\03140281__tid7__f218.jpg,0.8725,high,403.97412109375,203.2602996826172,376.21258544921875,319.55934143066406,385,187,799,539,2.13
03140281.mp4,03140281,7,unknown_animal,226,crops\unknown_animal\03140281__tid7__f226.jpg,0.8813,high,388.4539794921875,141.14239501953125,370.2320556640625,348.5833435058594,370,124,777,507,2.13
03140281.mp4,03140281,7,unknown_animal,238,crops\unknown_animal\03140281__tid7__f238.jpg,0.803,high,344.7230529785156,299.7645568847656,448.1360778808594,171.08221435546875,322,291,815,479,2.13
03140281.mp4,03140281,8,unknown_animal,184,crops\unknown_animal\03140281__tid8__f184.jpg,0.8455,high,782.989501953125,239.71759033203125,277.0582275390625,272.3480224609375,769,226,1074,526,2.67
03140281.mp4,03140281,8,unknown_animal,242,crops\unknown_animal\03140281__tid8__f242.jpg,0.732,high,378.5962829589844,253.33148193359375,423.7054748535156,227.63009643554688,357,242,823,492,2.67
03140281.mp4,03140281,8,unknown_animal,258,crops\unknown_animal\03140281__tid8__f258.jpg,0.8338,high,461.96533203125,295.0400695800781,203.97711181640625,178.81417846679688,452,286,676,483,2.67
03140281.mp4,03140281,8,unknown_animal,276,crops\unknown_animal\03140281__tid8__f276.jpg,0.8764,high,411.3008728027344,268.150146484375,274.8675842285156,222.02481079101562,398,257,700,501,2.67
03140281.mp4,03140281,8,unknown_animal,278,crops\unknown_animal\03140281__tid8__f278.jpg,0.9027,high,409.6361389160156,257.1671142578125,277.2298278808594,233.62451171875,396,245,701,502,2.67
03140281.mp4,03140281,8,unknown_animal,280,crops\unknown_animal\03140281__tid8__f280.jpg,0.9321,high,391.7421875,271.7900695800781,302.38409423828125,220.85400390625,377,261,709,504,2.67
03140281.mp4,03140281,8,unknown_animal,282,crops\unknown_animal\03140281__tid8__f282.jpg,0.8567,high,410.0602111816406,294.7350769042969,279.3564758300781,195.92593383789062,396,285,703,500,2.67
03140281.mp4,03140281,8,unknown_animal,296,crops\unknown_animal\03140281__tid8__f296.jpg,0.9192,high,418.9474792480469,269.12579345703125,284.7234191894531,221.75994873046875,405,258,718,502,2.67
03140281.mp4,03140281,9,unknown_animal,270,crops\unknown_animal\03140281__tid9__f270.jpg,0.7385,high,355.0355529785156,218.7890167236328,208.79580688476562,246.7377166748047,345,206,574,478,0.73
03140281.mp4,03140281,9,unknown_animal,272,crops\unknown_animal\03140281__tid9__f272.jpg,0.7841,high,386.46826171875,284.0242614746094,181.05035400390625,189.69140625,377,275,577,483,0.73
03140281.mp4,03140281,9,unknown_animal,276,crops\unknown_animal\03140281__tid9__f276.jpg,0.7156,high,383.1365051269531,290.2485656738281,228.89706420898438,172.07601928710938,372,282,623,471,0.73
03140281.mp4,03140281,9,unknown_animal,314,crops\unknown_animal\03140281__tid9__f314.jpg,0.6661,low,394.4662170410156,268.2568054199219,243.14859008789062,233.7711181640625,382,257,650,514,0.73
03140281.mp4,03140281,9,unknown_animal,340,crops\unknown_animal\03140281__tid9__f340.jpg,0.3285,low,444.5263977050781,291.8203430175781,127.91897583007812,221.51821899414062,438,281,579,524,0.73
03140281.mp4,03140281,9,unknown_animal,342,crops\unknown_animal\03140281__tid9__f342.jpg,0.2662,low,433.742431640625,336.1805725097656,210.67596435546875,180.68081665039062,423,327,655,526,0.73
03140281.mp4,03140281,9,unknown_animal,344,crops\unknown_animal\03140281__tid9__f344.jpg,0.7956,high,407.8909606933594,332.2924499511719,207.55044555664062,180.43545532226562,398,323,626,522,0.73
03140281.mp4,03140281,9,unknown_animal,346,crops\unknown_animal\03140281__tid9__f346.jpg,0.4384,low,448.5741271972656,323.7384338378906,179.11654663085938,191.96206665039062,440,314,637,525,0.73
03140281.mp4,03140281,10,unknown_animal,334,crops\unknown_animal\03140281__tid10__f334.jpg,0.7844,high,312.7055358886719,202.7283477783203,174.32421875,314.26548767089844,304,187,496,533,0.6
03140281.mp4,03140281,10,unknown_animal,336,crops\unknown_animal\03140281__tid10__f336.jpg,0.4992,low,299.6459655761719,323.872314453125,182.359619140625,191.3671875,291,314,491,525,0.6
03140281.mp4,03140281,10,unknown_animal,340,crops\unknown_animal\03140281__tid10__f340.jpg,0.6952,low,305.9435119628906,248.794921875,176.27581787109375,284.5,297,235,491,548,0.6
03140281.mp4,03140281,10,unknown_animal,342,crops\unknown_animal\03140281__tid10__f342.jpg,0.8264,high,214.8396759033203,313.4400329589844,243.30226135253906,219.39096069335938,203,302,470,544,0.6
03140281.mp4,03140281,10,unknown_animal,344,crops\unknown_animal\03140281__tid10__f344.jpg,0.862,high,253.40660095214844,312.7601013183594,212.90159606933594,222.63766479492188,243,302,477,547,0.6
03140281.mp4,03140281,10,unknown_animal,346,crops\unknown_animal\03140281__tid10__f346.jpg,0.8299,high,222.16944885253906,281.05938720703125,280.76039123535156,253.755859375,208,268,517,548,0.6
03140281.mp4,03140281,10,unknown_animal,348,crops\unknown_animal\03140281__tid10__f348.jpg,0.8834,high,249.7974395751953,314.0982971191406,259.4107208251953,221.35043334960938,237,303,522,547,0.6
03140281.mp4,03140281,10,unknown_animal,350,crops\unknown_animal\03140281__tid10__f350.jpg,0.6538,low,229.924072265625,311.63824462890625,352.36224365234375,232.2923583984375,212,300,600,556,0.6
03140281.mp4,03140281,12,unknown_animal,384,crops\unknown_animal\03140281__tid12__f384.jpg,0.7532,high,594.6714477539062,305.0222473144531,253.4432373046875,203.24761962890625,582,295,861,518,1.8
03140281.mp4,03140281,12,unknown_animal,392,crops\unknown_animal\03140281__tid12__f392.jpg,0.9105,high,568.4739379882812,167.9927978515625,255.9549560546875,342.4136657714844,556,151,837,528,1.8
03140281.mp4,03140281,12,unknown_animal,402,crops\unknown_animal\03140281__tid12__f402.jpg,0.9033,high,612.3491821289062,222.7870330810547,233.7596435546875,290.76356506347656,601,208,858,528,1.8
03140281.mp4,03140281,12,unknown_animal,412,crops\unknown_animal\03140281__tid12__f412.jpg,0.8898,high,586.1828002929688,284.9500427246094,278.84814453125,246.31015014648438,572,273,879,544,1.8
03140281.mp4,03140281,12,unknown_animal,422,crops\unknown_animal\03140281__tid12__f422.jpg,0.9275,high,561.0346069335938,315.2442321777344,287.6007080078125,192.59161376953125,547,306,863,517,1.8
03140281.mp4,03140281,12,unknown_animal,424,crops\unknown_animal\03140281__tid12__f424.jpg,0.9384,high,560.2516479492188,281.4617614746094,299.0987548828125,221.930419921875,545,270,874,514,1.8
03140281.mp4,03140281,12,unknown_animal,426,crops\unknown_animal\03140281__tid12__f426.jpg,0.9157,high,539.3685913085938,329.3792724609375,311.65899658203125,175.251953125,524,321,867,513,1.8
03140281.mp4,03140281,12,unknown_animal,428,crops\unknown_animal\03140281__tid12__f428.jpg,0.9323,high,581.5436401367188,298.8420715332031,268.5924072265625,207.77450561523438,568,288,864,517,1.8
03140281.mp4,03140281,13,unknown_animal,392,crops\unknown_animal\03140281__tid13__f392.jpg,0.8267,high,394.6707458496094,263.4625244140625,247.21231079101562,252.32073974609375,382,251,654,528,2.0
03140281.mp4,03140281,13,unknown_animal,402,crops\unknown_animal\03140281__tid13__f402.jpg,0.8669,high,298.9927978515625,259.0804443359375,247.575439453125,283.98284912109375,287,245,559,557,2.0
03140281.mp4,03140281,13,unknown_animal,412,crops\unknown_animal\03140281__tid13__f412.jpg,0.8053,high,149.92494201660156,262.1769104003906,335.03111267089844,245.405517578125,133,250,502,520,2.0
03140281.mp4,03140281,13,unknown_animal,424,crops\unknown_animal\03140281__tid13__f424.jpg,0.8838,high,217.6984100341797,299.7396240234375,314.0330352783203,182.00033569335938,202,291,547,491,2.0
03140281.mp4,03140281,13,unknown_animal,434,crops\unknown_animal\03140281__tid13__f434.jpg,0.8498,high,303.33831787109375,259.2979736328125,229.79718017578125,225.55648803710938,292,248,545,496,2.0
03140281.mp4,03140281,13,unknown_animal,446,crops\unknown_animal\03140281__tid13__f446.jpg,0.8537,high,304.0801086425781,249.8275909423828,403.8918762207031,238.2948455810547,284,238,728,500,2.0
03140281.mp4,03140281,13,unknown_animal,448,crops\unknown_animal\03140281__tid13__f448.jpg,0.9264,high,239.48817443847656,247.99253845214844,371.57823181152344,281.7835235595703,221,234,630,544,2.0
03140281.mp4,03140281,13,unknown_animal,450,crops\unknown_animal\03140281__tid13__f450.jpg,0.9162,high,237.97108459472656,297.513671875,358.3485565185547,233.35845947265625,220,286,614,543,2.0
12150063.mp4,12150063,1,unknown_animal,0,crops\unknown_animal\12150063__tid1__f0.jpg,0.9334,high,604.99560546875,442.2008361816406,188.78826904296875,228.08041381835938,596,431,803,682,8.24
12150063.mp4,12150063,1,unknown_animal,10,crops\unknown_animal\12150063__tid1__f10.jpg,0.9298,high,748.0283813476562,438.8517150878906,124.33856201171875,231.43289184570312,742,427,879,682,8.24
12150063.mp4,12150063,1,unknown_animal,12,crops\unknown_animal\12150063__tid1__f12.jpg,0.9411,high,760.762451171875,428.4256896972656,129.63555908203125,241.37020874023438,754,416,897,682,8.24
12150063.mp4,12150063,1,unknown_animal,14,crops\unknown_animal\12150063__tid1__f14.jpg,0.8328,high,776.36279296875,438.4747619628906,122.58251953125,175.82058715820312,770,430,905,623,8.24
12150063.mp4,12150063,1,unknown_animal,54,crops\unknown_animal\12150063__tid1__f54.jpg,0.7164,high,892.380615234375,417.2459716796875,73.85675048828125,92.03652954101562,889,413,970,514,8.24
12150063.mp4,12150063,1,unknown_animal,102,crops\unknown_animal\12150063__tid1__f102.jpg,0.6659,low,891.1887817382812,380.1835632324219,82.7772216796875,132.51870727539062,887,374,978,519,8.24
12150063.mp4,12150063,1,unknown_animal,150,crops\unknown_animal\12150063__tid1__f150.jpg,0.6005,low,890.697021484375,389.8752746582031,59.13995361328125,121.28045654296875,888,384,953,517,8.24
12150063.mp4,12150063,1,unknown_animal,230,crops\unknown_animal\12150063__tid1__f230.jpg,0.8188,high,889.5966796875,395.3004455566406,59.11212158203125,116.14862060546875,887,389,952,517,8.24
12270185.mp4,12270185,1,unknown_animal,4,crops\unknown_animal\12270185__tid1__f4.jpg,0.7128,high,782.3768920898438,407.1097412109375,95.7158203125,164.75189208984375,778,399,883,580,14.36
12270185.mp4,12270185,1,unknown_animal,88,crops\unknown_animal\12270185__tid1__f88.jpg,0.8846,high,766.9127807617188,400.464111328125,78.1861572265625,193.99749755859375,763,391,849,604,14.36
12270185.mp4,12270185,1,unknown_animal,172,crops\unknown_animal\12270185__tid1__f172.jpg,0.8532,high,785.4237670898438,418.6835021972656,167.13623046875,202.03866577148438,777,409,961,631,14.36
12270185.mp4,12270185,1,unknown_animal,258,crops\unknown_animal\12270185__tid1__f258.jpg,0.8274,high,710.494140625,517.8154907226562,138.15057373046875,151.1551513671875,704,510,856,677,14.36
