split,video,video_stem,track_id,species,frame_index,crop_path,confidence,source,bbox_x,bbox_y,bbox_w,bbox_h,crop_x1,crop_y1,crop_x2,crop_y2,dwell_time_s
train,armadillo3.mp4,armadillo3,1,armadillo,80,crops\armadillo\armadillo3__tid1__f80.jpg,0.9367,high,609.5033569335938,553.2655029296875,163.06915283203125,117.142333984375,601,547,781,676,1.6
train,armadillo11.mp4,armadillo11,1,armadillo,64,crops\armadillo\armadillo11__tid1__f64.jpg,0.9248,high,908.374267578125,386.3802185058594,371.343505859375,196.58505249023438,890,377,1280,593,10.87
train,armadillo1.mp4,armadillo1,1,armadillo,0,crops\armadillo\armadillo1__tid1__f0.jpg,0.9009,high,788.182373046875,539.797119140625,354.288330078125,130.2469482421875,770,533,1160,677,7.35
train,armadillo6.mp4,armadillo6,1,armadillo,104,crops\armadillo\armadillo6__tid1__f104.jpg,0.9422,high,31.85162353515625,523.9949951171875,281.59149169921875,146.146728515625,18,517,328,677,15.17
train,armadillo4.mp4,armadillo4,1,armadillo,68,crops\armadillo\armadillo4__tid1__f68.jpg,0.6824,low,702.4737548828125,437.8451843261719,150.5126953125,233.89425659179688,695,426,861,683,5.33
train,armadillo6.mp4,armadillo6,1,armadillo,106,crops\armadillo\armadillo6__tid1__f106.jpg,0.9545,high,25.870464324951172,524.398193359375,287.9551887512207,145.75457763671875,11,517,328,677,15.17
train,armadillo5839.mp4,armadillo5839,1,armadillo,96,crops\armadillo\armadillo5839__tid1__f96.jpg,0.9527,high,938.906005859375,722.2576904296875,981.093994140625,296.9197998046875,890,707,1920,1034,14.0
train,armadillo3.mp4,armadillo3,1,armadillo,78,crops\armadillo\armadillo3__tid1__f78.jpg,0.9292,high,623.0797729492188,555.5028686523438,153.93682861328125,115.2138671875,615,550,785,676,1.6
train,armadillo4.mp4,armadillo4,1,armadillo,24,crops\armadillo\armadillo4__tid1__f24.jpg,0.8576,high,657.4302368164062,464.93621826171875,191.39837646484375,205.96685791015625,648,455,858,681,5.33
train,bird2545.mp4,bird2545,1,bird,154,crops\bird\bird2545__tid1__f154.jpg,0.9109,high,365.299560546875,565.3269653320312,230.59393310546875,105.5518798828125,354,560,607,676,5.81
train,bird6.mp4,bird6,1,bird,0,crops\bird\bird6__tid1__f0.jpg,0.8829,high,301.0574951171875,430.8067626953125,194.91268920898438,92.01580810546875,291,426,506,527,15.1
train,bird.mp4,bird,2,bird,218,crops\bird\bird__tid2__f218.jpg,0.7009,high,255.35174560546875,556.6802978515625,158.87225341796875,91.01123046875,247,552,422,652,6.68
train,bird.mp4,bird,2,bird,380,crops\bird\bird__tid2__f380.jpg,0.7505,high,274.3056640625,548.3902587890625,146.087158203125,99.2099609375,267,543,428,653,6.68
train,bird3556.mp4,bird3556,1,bird,296,crops\bird\bird3556__tid1__f296.jpg,0.9338,high,185.80718994140625,769.11865234375,220.6029052734375,250.2999267578125,175,757,417,1032,15.0
train,bird1235.mp4,bird1235,1,bird,76,crops\bird\bird1235__tid1__f76.jpg,0.956,high,385.9271240234375,437.77752685546875,144.891845703125,196.29345703125,379,428,538,644,7.2
train,bird.mp4,bird,1,bird,86,crops\bird\bird__tid1__f86.jpg,0.7786,high,212.49485778808594,493.17327880859375,52.83906555175781,90.426025390625,210,489,268,588,2.47
train,bird3556.mp4,bird3556,1,bird,418,crops\bird\bird3556__tid1__f418.jpg,0.958,high,115.65597534179688,781.3675537109375,380.9384765625,238.1685791015625,97,769,516,1031,15.0
train,bird6.mp4,bird6,1,bird,148,crops\bird\bird6__tid1__f148.jpg,0.9304,high,339.748291015625,387.0647888183594,130.14910888671875,137.03207397460938,333,380,476,531,15.1
train,bird.mp4,bird,1,bird,14,crops\bird\bird__tid1__f14.jpg,0.7332,high,214.86279296875,499.05218505859375,48.98828125,94.42449951171875,212,494,266,598,2.47
train,bird.mp4,bird,1,bird,34,crops\bird\bird__tid1__f34.jpg,0.7252,high,211.82443237304688,499.224853515625,52.580352783203125,92.91204833984375,209,495,267,597,2.47
train,bird2545.mp4,bird2545,1,bird,152,crops\bird\bird2545__tid1__f152.jpg,0.9363,high,356.342529296875,564.069091796875,235.139404296875,106.7890625,345,559,603,676,5.81
train,bird2545.mp4,bird2545,1,bird,56,crops\bird\bird2545__tid1__f56.jpg,0.8228,high,237.24191284179688,461.0914001464844,86.76840209960938,129.82772827148438,233,455,328,597,5.81
train,bird9292.mp4,bird9292,1,bird,6,crops\bird\bird9292__tid1__f6.jpg,0.9064,high,968.95947265625,253.50421142578125,81.93505859375,113.6031494140625,965,248,1055,373,1.2
train,bird9292.mp4,bird9292,2,bird,72,crops\bird\bird9292__tid2__f72.jpg,0.8471,high,1042.2069091796875,176.35220336914062,60.9200439453125,86.03427124023438,1039,172,1106,267,3.53
train,bird.mp4,bird,2,bird,384,crops\bird\bird__tid2__f384.jpg,0.753,high,274.4088439941406,549.9252319335938,144.35433959960938,94.92681884765625,267,545,426,650,6.68
train,bird3556.mp4,bird3556,1,bird,420,crops\bird\bird3556__tid1__f420.jpg,0.9588,high,123.41508483886719,781.4326171875,372.73219299316406,238.3594970703125,105,770,515,1032,15.0
train,bird5.mp4,bird5,1,bird,148,crops\bird\bird5__tid1__f148.jpg,0.9102,high,312.152587890625,398.9412536621094,173.79574584960938,109.05184936523438,303,393,495,513,15.17
train,bird2545.mp4,bird2545,1,bird,0,crops\bird\bird2545__tid1__f0.jpg,0.7836,high,201.5924530029297,436.0658874511719,112.17268371582031,86.94705200195312,196,432,319,527,5.81
train,bird9292.mp4,bird9292,2,bird,76,crops\bird\bird9292__tid2__f76.jpg,0.8561,high,1041.9110107421875,176.45346069335938,61.5238037109375,86.2882080078125,1039,172,1107,267,3.53
train,bird2545.mp4,bird2545,1,bird,150,crops\bird\bird2545__tid1__f150.jpg,0.9344,high,353.2901611328125,564.2733764648438,238.8057861328125,106.24639892578125,341,559,604,676,5.81
train,bird9292.mp4,bird9292,1,bird,16,crops\bird\bird9292__tid1__f16.jpg,0.907,high,968.93994140625,253.42599487304688,81.76708984375,113.67379760742188,965,248,1055,373,1.2
train,bird.mp4,bird,2,bird,282,crops\bird\bird__tid2__f282.jpg,0.6396,low,272.03564453125,550.5172119140625,141.77157592773438,96.78509521484375,265,546,421,652,6.68
train,bird5922.mp4,bird5922,1,bird,4,crops\bird\bird5922__tid1__f4.jpg,0.7451,high,668.5545654296875,439.3123779296875,146.2216796875,62.8310546875,661,436,822,505,5.67
train,bird.mp4,bird,2,bird,346,crops\bird\bird__tid2__f346.jpg,0.7353,high,270.9033203125,558.5582275390625,148.444091796875,85.48394775390625,263,554,427,648,6.68
train,bird6.mp4,bird6,1,bird,272,crops\bird\bird6__tid1__f272.jpg,0.9525,high,343.5501403808594,382.7740173339844,117.536376953125,143.75308227539062,338,376,467,534,15.1
train,bird5922.mp4,bird5922,1,bird,108,crops\bird\bird5922__tid1__f108.jpg,0.8874,high,648.0370483398438,447.92022705078125,145.21270751953125,63.706207275390625,641,445,801,515,5.67
train,bird5.mp4,bird5,1,bird,0,crops\bird\bird5__tid1__f0.jpg,0.8663,high,316.3470153808594,398.4516296386719,175.208251953125,102.20718383789062,308,393,500,506,15.17
train,bird1235.mp4,bird1235,1,bird,0,crops\bird\bird1235__tid1__f0.jpg,0.922,high,596.688720703125,581.9716796875,253.7269287109375,89.283203125,584,578,863,676,7.2
train,bird6.mp4,bird6,1,bird,268,crops\bird\bird6__tid1__f268.jpg,0.9524,high,343.54522705078125,382.84295654296875,117.53921508789062,143.6962890625,338,376,467,534,15.1
train,bird5.mp4,bird5,1,bird,210,crops\bird\bird5__tid1__f210.jpg,0.9064,high,312.203369140625,398.9712829589844,172.99545288085938,110.298095703125,304,393,494,515,15.17
train,bird5.mp4,bird5,1,bird,212,crops\bird\bird5__tid1__f212.jpg,0.9113,high,312.3354187011719,399.0430603027344,172.62435913085938,111.76089477539062,304,393,494,516,15.17
train,bird5922.mp4,bird5922,1,bird,58,crops\bird\bird5922__tid1__f58.jpg,0.7128,high,666.2777709960938,428.55804443359375,168.00262451171875,82.955810546875,658,424,843,516,5.67
train,bird9292.mp4,bird9292,2,bird,70,crops\bird\bird9292__tid2__f70.jpg,0.8625,high,1042.1475830078125,176.4711151123047,60.8128662109375,85.96015930175781,1039,172,1106,267,3.53
train,bird9292.mp4,bird9292,1,bird,8,crops\bird\bird9292__tid1__f8.jpg,0.9076,high,968.9669799804688,253.5290985107422,81.79425048828125,113.56584167480469,965,248,1055,373,1.2
train,bird6.mp4,bird6,1,bird,270,crops\bird\bird6__tid1__f270.jpg,0.9526,high,343.574951171875,382.8056640625,117.49530029296875,143.7381591796875,338,376,467,534,15.1
train,bird3556.mp4,bird3556,1,bird,148,crops\bird\bird3556__tid1__f148.jpg,0.9219,high,3.1842193603515625,772.1481323242188,363.9674530029297,245.47625732421875,0,760,385,1030,15.0
train,bird9292.mp4,bird9292,1,bird,10,crops\bird\bird9292__tid1__f10.jpg,0.9069,high,968.9474487304688,253.40728759765625,81.79034423828125,113.6961669921875,965,248,1055,373,1.2
train,bird.mp4,bird,1,bird,52,crops\bird\bird__tid1__f52.jpg,0.798,high,209.17666625976562,494.94940185546875,54.790191650390625,95.78839111328125,206,490,267,596,2.47
train,bird9292.mp4,bird9292,2,bird,68,crops\bird\bird9292__tid2__f68.jpg,0.8466,high,1041.969970703125,177.13604736328125,61.8153076171875,85.5399169921875,1039,173,1107,267,3.53
train,bird.mp4,bird,1,bird,70,crops\bird\bird__tid1__f70.jpg,0.7979,high,211.36912536621094,493.9136657714844,53.06230163574219,91.20443725585938,209,489,267,590,2.47
train,bird9292.mp4,bird9292,2,bird,110,crops\bird\bird9292__tid2__f110.jpg,0.8513,high,1043.0274658203125,176.4599609375,60.0726318359375,86.78558349609375,1040,172,1106,268,3.53
train,bird1235.mp4,bird1235,1,bird,40,crops\bird\bird1235__tid1__f40.jpg,0.9571,high,455.3781433105469,516.66455078125,188.41629028320312,154.3955078125,446,509,653,679,7.2
train,bird5.mp4,bird5,1,bird,304,crops\bird\bird5__tid1__f304.jpg,0.9065,high,318.53167724609375,399.04193115234375,165.15249633789062,107.85513305664062,310,394,492,512,15.17
train,bird9292.mp4,bird9292,1,bird,26,crops\bird\bird9292__tid1__f26.jpg,0.3379,low,990.2423095703125,221.52645874023438,67.6903076171875,122.52639770507812,987,215,1061,350,1.2
train,bird9292.mp4,bird9292,1,bird,0,crops\bird\bird9292__tid1__f0.jpg,0.8823,high,969.5958251953125,252.70541381835938,81.3389892578125,114.3148193359375,966,247,1055,373,1.2
train,capybara3.mp4,capybara3,1,capybara,0,crops\capybara\capybara3__tid1__f0.jpg,0.8536,high,722.658203125,345.47637939453125,348.0322265625,278.774658203125,705,332,1088,638,15.07
train,capybara1.mp4,capybara1,5,capybara,310,crops\capybara\capybara1__tid5__f310.jpg,0.5886,low,776.3771362304688,401.33843994140625,131.88037109375,62.584381103515625,770,398,915,467,1.47
train,capybara2.mp4,capybara2,1,capybara,0,crops\capybara\capybara2__tid1__f0.jpg,0.9152,high,348.01922607421875,109.13511657714844,517.607666015625,560.3726348876953,322,81,892,698,8.25
train,capybara5.mp4,capybara5,1,capybara,40,crops\capybara\capybara5__tid1__f40.jpg,0.9362,high,611.6727294921875,276.5797119140625,352.20849609375,393.28515625,594,257,981,690,3.41
train,capybara3.mp4,capybara3,1,capybara,426,crops\capybara\capybara3__tid1__f426.jpg,0.9302,high,554.99072265625,361.4433288574219,448.3944091796875,268.3415832519531,533,348,1026,643,15.07
train,capybara4.mp4,capybara4,1,capybara,14,crops\capybara\capybara4__tid1__f14.jpg,0.9801,high,0.2776692807674408,0.3596394956111908,626.9651285707951,669.0601603090763,0,0,659,703,15.1
train,capybara9.mp4,capybara9,1,capybara,148,crops\capybara\capybara9__tid1__f148.jpg,0.9588,high,0.1942545622587204,305.19970703125,909.0179036408663,364.5682373046875,0,287,955,688,15.1
train,capybara1.mp4,capybara1,5,capybara,332,crops\capybara\capybara1__tid5__f332.jpg,0.7272,high,884.5408935546875,417.63299560546875,151.7015380859375,82.80328369140625,877,413,1044,505,1.47
train,capybara5.mp4,capybara5,1,capybara,88,crops\capybara\capybara5__tid1__f88.jpg,0.9801,high,0.0,108.06475830078125,771.3699951171875,561.6182250976562,0,80,810,698,3.41
train,capybara3.mp4,capybara3,1,capybara,422,crops\capybara\capybara3__tid1__f422.jpg,0.9388,high,556.1822509765625,364.5691833496094,448.6658935546875,260.7256774902344,534,352,1027,638,15.07
train,capybara9.mp4,capybara9,1,capybara,332,crops\capybara\capybara9__tid1__f332.jpg,0.9809,high,0.0,253.69049072265625,797.7193603515625,416.39703369140625,0,233,838,691,15.1
train,capybara6.mp4,capybara6,1,capybara,190,crops\capybara\capybara6__tid1__f190.jpg,0.7064,high,851.770263671875,289.13592529296875,168.7225341796875,194.11978149414062,843,279,1029,493,8.8
train,capybara7.mp4,capybara7,1,capybara,42,crops\capybara\capybara7__tid1__f42.jpg,0.9598,high,0.0,75.31108093261719,790.916748046875,593.4749298095703,0,46,830,698,5.01
train,capybara6.mp4,capybara6,1,capybara,412,crops\capybara\capybara6__tid1__f412.jpg,0.9119,high,768.792724609375,296.15185546875,192.81121826171875,279.3560791015625,759,282,971,589,8.8
train,capybara8.mp4,capybara8,1,capybara,14,crops\capybara\capybara8__tid1__f14.jpg,0.7018,high,775.6466064453125,438.899658203125,504.3533935546875,231.45770263671875,750,427,1280,682,14.63
train,capybara1.mp4,capybara1,3,capybara,200,crops\capybara\capybara1__tid3__f200.jpg,0.9372,high,621.740966796875,288.33642578125,314.98046875,192.28622436523438,606,279,952,490,4.81
train,capybara1.mp4,capybara1,2,capybara,56,crops\capybara\capybara1__tid2__f56.jpg,0.6895,low,246.18356323242188,235.4897918701172,124.14376831054688,100.33235168457031,240,230,377,341,1.74
train,capybara1.mp4,capybara1,1,capybara,88,crops\capybara\capybara1__tid1__f88.jpg,0.9024,high,938.810302734375,295.7699279785156,293.9212646484375,212.56887817382812,924,285,1247,519,4.34
train,capybara1.mp4,capybara1,4,capybara,294,crops\capybara\capybara1__tid4__f294.jpg,0.8341,high,881.82958984375,417.53485107421875,144.29736328125,89.130615234375,875,413,1033,511,2.07
train,capybara1.mp4,capybara1,5,capybara,298,crops\capybara\capybara1__tid5__f298.jpg,0.8009,high,751.77294921875,399.64776611328125,98.81951904296875,47.475250244140625,747,397,856,449,1.47
train,capybara1.mp4,capybara1,4,capybara,292,crops\capybara\capybara1__tid4__f292.jpg,0.9079,high,882.775146484375,417.5989685058594,135.02117919921875,88.885498046875,876,413,1025,511,2.07
train,capybara1.mp4,capybara1,1,capybara,46,crops\capybara\capybara1__tid1__f46.jpg,0.8695,high,860.3534545898438,292.47930908203125,342.78546142578125,202.44683837890625,843,282,1220,505,4.34
train,capybara1.mp4,capybara1,3,capybara,252,crops\capybara\capybara1__tid3__f252.jpg,0.9292,high,868.3919677734375,303.2593994140625,327.05908203125,206.9395751953125,852,293,1212,521,4.81
train,capybara1.mp4,capybara1,5,capybara,322,crops\capybara\capybara1__tid5__f322.jpg,0.834,high,836.2577514648438,410.95184326171875,162.85595703125,89.3447265625,828,406,1007,505,1.47
train,capybara7.mp4,capybara7,1,capybara,102,crops\capybara\capybara7__tid1__f102.jpg,0.7262,high,601.5738525390625,307.81005859375,283.9874267578125,361.56097412109375,587,290,900,687,5.01
train,capybara4.mp4,capybara4,1,capybara,0,crops\capybara\capybara4__tid1__f0.jpg,0.97,high,0.2206827849149704,14.870463371276855,542.5316975861788,654.3896684646606,0,0,570,702,15.1
train,capybara1.mp4,capybara1,5,capybara,328,crops\capybara\capybara1__tid5__f328.jpg,0.8706,high,872.9658203125,417.40899658203125,138.0810546875,85.15191650390625,866,413,1018,507,1.47
train,capybara1.mp4,capybara1,1,capybara,10,crops\capybara\capybara1__tid1__f10.jpg,0.9555,high,843.5663452148438,284.678955078125,296.02691650390625,207.20257568359375,829,274,1154,502,4.34
train,capybara1.mp4,capybara1,4,capybara,258,crops\capybara\capybara1__tid4__f258.jpg,0.7146,high,752.5113525390625,397.4862976074219,105.47003173828125,54.446685791015625,747,395,863,455,2.07
train,capybara1.mp4,capybara1,5,capybara,330,crops\capybara\capybara1__tid5__f330.jpg,0.8723,high,878.96875,418.00872802734375,139.51611328125,82.00088500976562,872,414,1025,504,1.47
train,capybara2.mp4,capybara2,1,capybara,168,crops\capybara\capybara2__tid1__f168.jpg,0.9619,high,724.5521240234375,170.9071502685547,555.3365478515625,498.3721466064453,697,146,1280,694,8.25
train,capybara1.mp4,capybara1,1,capybara,12,crops\capybara\capybara1__tid1__f12.jpg,0.9494,high,848.872314453125,284.55877685546875,308.685302734375,206.84136962890625,833,274,1173,502,4.34
train,capybara1.mp4,capybara1,3,capybara,216,crops\capybara\capybara1__tid3__f216.jpg,0.963,high,709.7628784179688,295.44036865234375,327.09002685546875,203.154052734375,693,285,1053,509,4.81
train,capybara5.mp4,capybara5,1,capybara,72,crops\capybara\capybara5__tid1__f72.jpg,0.9772,high,125.84912109375,200.59912109375,708.6220703125,468.6849365234375,90,177,870,693,3.41
train,capybara4.mp4,capybara4,1,capybara,12,crops\capybara\capybara4__tid1__f12.jpg,0.981,high,0.1604207456111908,0.95220947265625,624.5307413637638,668.4640502929688,0,0,656,703,15.1
train,capybara1.mp4,capybara1,2,capybara,54,crops\capybara\capybara1__tid2__f54.jpg,0.6779,low,234.53713989257812,235.9166717529297,136.60357666015625,100.28080749511719,228,231,378,341,1.74
train,capybara9.mp4,capybara9,1,capybara,0,crops\capybara\capybara9__tid1__f0.jpg,0.8933,high,1081.103271484375,204.48272705078125,198.896728515625,268.7774658203125,1071,191,1280,487,15.1
train,capybara2.mp4,capybara2,1,capybara,80,crops\capybara\capybara2__tid1__f80.jpg,0.8879,high,242.24559020996094,95.57664489746094,564.3937530517578,574.1878814697266,214,67,835,698,8.25
train,capybara7.mp4,capybara7,1,capybara,54,crops\capybara\capybara7__tid1__f54.jpg,0.7956,high,0.5172933340072632,70.3248291015625,804.6220499277115,598.7276000976562,0,40,845,699,5.01
train,capybara4.mp4,capybara4,1,capybara,302,crops\capybara\capybara4__tid1__f302.jpg,0.6695,low,838.88525390625,299.11944580078125,164.67010498046875,214.07647705078125,831,288,1012,524,15.1
train,capybara7.mp4,capybara7,1,capybara,40,crops\capybara\capybara7__tid1__f40.jpg,0.9651,high,0.0,78.47959899902344,793.8699951171875,590.2539825439453,0,49,834,698,5.01
train,capybara2.mp4,capybara2,1,capybara,164,crops\capybara\capybara2__tid1__f164.jpg,0.9673,high,651.219970703125,155.6851806640625,628.780029296875,513.6600341796875,620,130,1280,695,8.25
train,capybara8.mp4,capybara8,1,capybara,154,crops\capybara\capybara8__tid1__f154.jpg,0.9707,high,568.1117553710938,267.09381103515625,698.0016479492188,402.4561767578125,533,247,1280,690,14.63
train,capybara1.mp4,capybara1,2,capybara,80,crops\capybara\capybara1__tid2__f80.jpg,0.5528,low,270.18145751953125,233.57427978515625,95.82827758789062,104.42242431640625,265,228,371,343,1.74
train,capybara1.mp4,capybara1,4,capybara,300,crops\capybara\capybara1__tid4__f300.jpg,0.6601,low,916.4435424804688,420.5646667480469,141.86260986328125,88.29232788085938,909,416,1065,513,2.07
